time,active
2024-11-15 18:25:10,1102
2024-11-15 18:25:09,1102
2024-11-15 18:25:08,1102
2024-11-15 18:25:07,1133
2024-11-15 18:25:06,1170
2024-11-15 18:25:05,1170
2024-11-15 18:25:04,1174
2024-11-15 18:25:03,1173
2024-11-15 18:25:02,1173
2024-11-15 18:25:01,1173
2024-11-15 18:25:00,1173
2024-11-15 18:24:59,1173
2024-11-15 18:24:58,1173
2024-11-15 18:24:57,1173
2024-11-15 18:24:56,1173
2024-11-15 18:24:55,1173
2024-11-15 18:24:54,1173
2024-11-15 18:24:53,1173
2024-11-15 18:24:52,1173
2024-11-15 18:24:51,1173
2024-11-15 18:24:50,1173
2024-11-15 18:24:49,1173
2024-11-15 18:24:48,1173
2024-11-15 18:24:47,1173
2024-11-15 18:24:46,1173
2024-11-15 18:24:45,1173
2024-11-15 18:24:44,1173
2024-11-15 18:24:43,1173
2024-11-15 18:24:42,1173
2024-11-15 18:24:41,1173
2024-11-15 18:24:40,1173
2024-11-15 18:24:39,1173
2024-11-15 18:24:38,1173
2024-11-15 18:24:37,1173
2024-11-15 18:24:36,1173
2024-11-15 18:24:35,1173
2024-11-15 18:24:34,1173
2024-11-15 18:24:33,1173
2024-11-15 18:24:32,1173
2024-11-15 18:24:31,1173
2024-11-15 18:24:30,1173
2024-11-15 18:24:29,1173
2024-11-15 18:24:28,1173
2024-11-15 18:24:27,1173
2024-11-15 18:24:26,1173
2024-11-15 18:24:25,1173
2024-11-15 18:24:24,1173
2024-11-15 18:24:23,1173
2024-11-15 18:24:22,1173
2024-11-15 18:24:21,1173
2024-11-15 18:24:20,1173
2024-11-15 18:24:19,1173
2024-11-15 18:24:18,1173
2024-11-15 18:24:17,1173
2024-11-15 18:24:16,1173
2024-11-15 18:24:15,1173
2024-11-15 18:24:14,1173
2024-11-15 18:24:13,1173
2024-11-15 18:24:12,1173
2024-11-15 18:24:11,1174
2024-11-15 18:24:10,1174
2024-11-15 18:24:09,1174
2024-11-15 18:24:08,1174
2024-11-15 18:24:07,1174
2024-11-15 18:24:06,1174
2024-11-15 18:24:05,1174
2024-11-15 18:24:04,1174
2024-11-15 18:24:03,1174
2024-11-15 18:24:02,1174
2024-11-15 18:24:01,1174
2024-11-15 18:24:00,1174
2024-11-15 18:23:59,1174
2024-11-15 18:23:58,1174
2024-11-15 18:23:57,1174
2024-11-15 18:23:56,1173
2024-11-15 18:23:55,1173
2024-11-15 18:23:54,1173
2024-11-15 18:23:53,1173
2024-11-15 18:23:52,1173
2024-11-15 18:23:51,1173
2024-11-15 18:23:50,1173
2024-11-15 18:23:49,1174
2024-11-15 18:23:48,1174
2024-11-15 18:23:47,1174
2024-11-15 18:23:46,1174
2024-11-15 18:23:45,1174
2024-11-15 18:23:44,1174
2024-11-15 18:23:43,1174
2024-11-15 18:23:42,1174
2024-11-15 18:23:41,1174
2024-11-15 18:23:40,1174
2024-11-15 18:23:39,1174
2024-11-15 18:23:38,1174
2024-11-15 18:23:37,1174
2024-11-15 18:23:36,1180
2024-11-15 18:23:35,1909
2024-11-15 18:23:34,1865
2024-11-15 18:23:33,1831
2024-11-15 18:23:32,1815
2024-11-15 18:23:31,1748
2024-11-15 18:23:30,1738
2024-11-15 18:23:29,1716
2024-11-15 18:23:28,1682
2024-11-15 18:23:27,1682
2024-11-15 18:23:26,1682
2024-11-15 18:23:25,1683
2024-11-15 18:23:24,1683
2024-11-15 18:23:23,1683
2024-11-15 18:23:22,1683
2024-11-15 18:23:21,1683
2024-11-15 18:23:20,1683
2024-11-15 18:23:19,1683
2024-11-15 18:23:18,1683
2024-11-15 18:23:17,1683
2024-11-15 18:23:16,1683
2024-11-15 18:23:15,1683
2024-11-15 18:23:14,1683
2024-11-15 18:23:13,1684
2024-11-15 18:23:12,1684
2024-11-15 18:23:11,1684
2024-11-15 18:23:10,1684
2024-11-15 18:23:09,1684
2024-11-15 18:23:08,1683
2024-11-15 18:23:07,1683
2024-11-15 18:23:06,1684
2024-11-15 18:23:05,1683
2024-11-15 18:23:04,1683
2024-11-15 18:23:03,1686
2024-11-15 18:23:02,1686
2024-11-15 18:23:01,1686
2024-11-15 18:23:00,1686
2024-11-15 18:22:59,1685
2024-11-15 18:22:58,1685
2024-11-15 18:22:57,1686
2024-11-15 18:22:56,1685
2024-11-15 18:22:55,1685
2024-11-15 18:22:54,1642
2024-11-15 18:22:53,1644
2024-11-15 18:22:52,1644
2024-11-15 18:22:51,1634
2024-11-15 18:22:50,1634
2024-11-15 18:22:49,1634
2024-11-15 18:22:48,1634
2024-11-15 18:22:47,1634
2024-11-15 18:22:46,1634
2024-11-15 18:22:45,1634
2024-11-15 18:22:44,1634
2024-11-15 18:22:43,1634
2024-11-15 18:22:42,1634
2024-11-15 18:22:41,1635
2024-11-15 18:22:40,1634
2024-11-15 18:22:39,1634
2024-11-15 18:22:38,1634
2024-11-15 18:22:37,1634
2024-11-15 18:22:36,1634
2024-11-15 18:22:35,1634
2024-11-15 18:22:34,1634
2024-11-15 18:22:33,1634
2024-11-15 18:22:32,1634
2024-11-15 18:22:31,1634
2024-11-15 18:22:30,1634
2024-11-15 18:22:29,1634
2024-11-15 18:22:28,1635
2024-11-15 18:22:27,1635
2024-11-15 18:22:26,1635
2024-11-15 18:22:25,1635
2024-11-15 18:22:24,1635
2024-11-15 18:22:23,1635
2024-11-15 18:22:22,1635
2024-11-15 18:22:21,1635
2024-11-15 18:22:20,1635
2024-11-15 18:22:19,1635
2024-11-15 18:22:18,1635
2024-11-15 18:22:17,1635
2024-11-15 18:22:16,1635
2024-11-15 18:22:15,1635
2024-11-15 18:22:14,1635
2024-11-15 18:22:13,1635
2024-11-15 18:22:12,1635
2024-11-15 18:22:11,1636
2024-11-15 18:22:10,1636
2024-11-15 18:22:09,1708
2024-11-15 18:22:08,1708
2024-11-15 18:22:07,1708
2024-11-15 18:22:06,1708
2024-11-15 18:22:05,1708
2024-11-15 18:22:04,1708
2024-11-15 18:22:03,1708
2024-11-15 18:22:02,1708
2024-11-15 18:22:01,1708
2024-11-15 18:22:00,1708
2024-11-15 18:21:59,1708
2024-11-15 18:21:58,1708
2024-11-15 18:21:57,1708
2024-11-15 18:21:56,1708
2024-11-15 18:21:55,1709
2024-11-15 18:21:54,1709
2024-11-15 18:21:53,1709
2024-11-15 18:21:52,1709
2024-11-15 18:21:51,1709
2024-11-15 18:21:50,1709
2024-11-15 18:21:49,1709
2024-11-15 18:21:48,1709
2024-11-15 18:21:47,1709
2024-11-15 18:21:46,1709
2024-11-15 18:21:45,1709
2024-11-15 18:21:44,1709
2024-11-15 18:21:43,1709
2024-11-15 18:21:42,1709
2024-11-15 18:21:41,1709
2024-11-15 18:21:40,1709
2024-11-15 18:21:39,1709
2024-11-15 18:21:38,1709
2024-11-15 18:21:37,1709
2024-11-15 18:21:36,1709
2024-11-15 18:21:35,1709
2024-11-15 18:21:34,1709
2024-11-15 18:21:33,1709
2024-11-15 18:21:32,1709
2024-11-15 18:21:31,1709
2024-11-15 18:21:30,1709
2024-11-15 18:21:29,1709
2024-11-15 18:21:28,1709
2024-11-15 18:21:27,1709
2024-11-15 18:21:26,1709
2024-11-15 18:21:25,1709
2024-11-15 18:21:24,1710
2024-11-15 18:21:23,1710
2024-11-15 18:21:22,1709
2024-11-15 18:21:21,1709
2024-11-15 18:21:20,1709
2024-11-15 18:21:19,1709
2024-11-15 18:21:18,1709
2024-11-15 18:21:17,1709
2024-11-15 18:21:16,1709
2024-11-15 18:21:15,1782
2024-11-15 18:21:14,1782
2024-11-15 18:21:13,1782
2024-11-15 18:21:12,1782
2024-11-15 18:21:11,1782
2024-11-15 18:21:10,1782
2024-11-15 18:21:09,1782
2024-11-15 18:21:08,1782
2024-11-15 18:21:07,1782
2024-11-15 18:21:06,1782
2024-11-15 18:21:05,1783
2024-11-15 18:21:04,1854
2024-11-15 18:21:03,1924
2024-11-15 18:21:02,1924
2024-11-15 18:21:01,1924
2024-11-15 18:21:00,1924
2024-11-15 18:20:59,1924
2024-11-15 18:20:58,1924
2024-11-15 18:20:57,1924
2024-11-15 18:20:56,1924
2024-11-15 18:20:55,1995
2024-11-15 18:20:54,1995
2024-11-15 18:20:53,1995
2024-11-15 18:20:52,1995
2024-11-15 18:20:51,1995
2024-11-15 18:20:50,1995
2024-11-15 18:20:49,1996
2024-11-15 18:20:48,1996
2024-11-15 18:20:47,1996
2024-11-15 18:20:46,1996
2024-11-15 18:20:45,1996
2024-11-15 18:20:44,1996
2024-11-15 18:20:43,1996
2024-11-15 18:20:42,1996
2024-11-15 18:20:41,1996
2024-11-15 18:20:40,2069
2024-11-15 18:20:39,2069
2024-11-15 18:20:38,2068
2024-11-15 18:20:37,2068
2024-11-15 18:20:36,2068
2024-11-15 18:20:35,2139
2024-11-15 18:20:34,2139
2024-11-15 18:20:33,2139
2024-11-15 18:20:32,2139
2024-11-15 18:20:31,2139
2024-11-15 18:20:30,2139
2024-11-15 18:20:29,2139
2024-11-15 18:20:28,2140
2024-11-15 18:20:27,2140
2024-11-15 18:20:26,2139
2024-11-15 18:20:25,2139
2024-11-15 18:20:24,2210
2024-11-15 18:20:23,2283
2024-11-15 18:20:22,2283
2024-11-15 18:20:21,2283
2024-11-15 18:20:20,2283
2024-11-15 18:20:19,2283
2024-11-15 18:20:18,2283
2024-11-15 18:20:17,2283
2024-11-15 18:20:16,2284
2024-11-15 18:20:15,2284
2024-11-15 18:20:14,2283
2024-11-15 18:20:13,2284
2024-11-15 18:20:12,2357
2024-11-15 18:20:11,2356
2024-11-15 18:20:10,2356
2024-11-15 18:20:09,2356
2024-11-15 18:20:08,2356
2024-11-15 18:20:07,2356
2024-11-15 18:20:06,2356
2024-11-15 18:20:05,2356
2024-11-15 18:20:04,2355
2024-11-15 18:20:03,2426
2024-11-15 18:20:02,2426
2024-11-15 18:20:01,2426
2024-11-15 18:20:00,2426
2024-11-15 18:19:59,2426
2024-11-15 18:19:58,2426
2024-11-15 18:19:57,2426
2024-11-15 18:19:56,2426
2024-11-15 18:19:55,2426
2024-11-15 18:19:54,2426
2024-11-15 18:19:53,2498
2024-11-15 18:19:52,2498
2024-11-15 18:19:51,2498
2024-11-15 18:19:50,2498
2024-11-15 18:19:49,2498
2024-11-15 18:19:48,2498
2024-11-15 18:19:47,2498
2024-11-15 18:19:46,2498
2024-11-15 18:19:45,2569
2024-11-15 18:19:44,2569
2024-11-15 18:19:43,2569
2024-11-15 18:19:42,2569
2024-11-15 18:19:41,2571
2024-11-15 18:19:40,2641
2024-11-15 18:19:39,2641
2024-11-15 18:19:38,2642
2024-11-15 18:19:37,2642
2024-11-15 18:19:36,2641
2024-11-15 18:19:35,2641
2024-11-15 18:19:34,2712
2024-11-15 18:19:33,2712
2024-11-15 18:19:32,2712
2024-11-15 18:19:31,2712
2024-11-15 18:19:30,2712
2024-11-15 18:19:29,2712
2024-11-15 18:19:28,2712
2024-11-15 18:19:27,2712
2024-11-15 18:19:26,2786
2024-11-15 18:19:25,2786
2024-11-15 18:19:24,2786
2024-11-15 18:19:23,2786
2024-11-15 18:19:22,2786
2024-11-15 18:19:21,2786
2024-11-15 18:19:20,2859
2024-11-15 18:19:19,2859
2024-11-15 18:19:18,2859
2024-11-15 18:19:17,2860
2024-11-15 18:19:16,2860
2024-11-15 18:19:15,2859
2024-11-15 18:19:14,2859
2024-11-15 18:19:13,2931
2024-11-15 18:19:12,2931
2024-11-15 18:19:11,2932
2024-11-15 18:19:10,2932
2024-11-15 18:19:09,2932
2024-11-15 18:19:08,3003
2024-11-15 18:19:07,3003
2024-11-15 18:19:06,3003
2024-11-15 18:19:05,3003
2024-11-15 18:19:04,3074
2024-11-15 18:19:03,3074
2024-11-15 18:19:02,3074
2024-11-15 18:19:01,3074
2024-11-15 18:19:00,3074
2024-11-15 18:18:59,3074
2024-11-15 18:18:58,3074
2024-11-15 18:18:57,3075
2024-11-15 18:18:56,3074
2024-11-15 18:18:55,3074
2024-11-15 18:18:54,3074
2024-11-15 18:18:53,3147
2024-11-15 18:18:52,3218
2024-11-15 18:18:51,3218
2024-11-15 18:18:50,3218
2024-11-15 18:18:49,3218
2024-11-15 18:18:48,3218
2024-11-15 18:18:47,3218
2024-11-15 18:18:46,3218
2024-11-15 18:18:45,3219
2024-11-15 18:18:44,3219
2024-11-15 18:18:43,3219
2024-11-15 18:18:42,3291
2024-11-15 18:18:41,3290
2024-11-15 18:18:40,3290
2024-11-15 18:18:39,3291
2024-11-15 18:18:38,3291
2024-11-15 18:18:37,3290
2024-11-15 18:18:36,3289
2024-11-15 18:18:35,3289
2024-11-15 18:18:34,3289
2024-11-15 18:18:33,3361
2024-11-15 18:18:32,3361
2024-11-15 18:18:31,3361
2024-11-15 18:18:30,3361
2024-11-15 18:18:29,3361
2024-11-15 18:18:28,3361
2024-11-15 18:18:27,3361
2024-11-15 18:18:26,3363
2024-11-15 18:18:25,3361
2024-11-15 18:18:24,3361
2024-11-15 18:18:23,3433
2024-11-15 18:18:22,3433
2024-11-15 18:18:21,3433
2024-11-15 18:18:20,3433
2024-11-15 18:18:19,3433
2024-11-15 18:18:18,3433
2024-11-15 18:18:17,3433
2024-11-15 18:18:16,3504
2024-11-15 18:18:15,3506
2024-11-15 18:18:14,3504
2024-11-15 18:18:13,3504
2024-11-15 18:18:12,3504
2024-11-15 18:18:11,3504
2024-11-15 18:18:10,3504
2024-11-15 18:18:09,3504
2024-11-15 18:18:08,3505
2024-11-15 18:18:07,3576
2024-11-15 18:18:06,3576
2024-11-15 18:18:05,3577
2024-11-15 18:18:04,3577
2024-11-15 18:18:03,3577
2024-11-15 18:18:02,3577
2024-11-15 18:18:01,3577
2024-11-15 18:18:00,3577
2024-11-15 18:17:59,3577
2024-11-15 18:17:58,3577
2024-11-15 18:17:57,3577
2024-11-15 18:17:56,3577
2024-11-15 18:17:55,3648
2024-11-15 18:17:54,3648
2024-11-15 18:17:53,3648
2024-11-15 18:17:52,3648
2024-11-15 18:17:51,3648
2024-11-15 18:17:50,3648
2024-11-15 18:17:49,3648
2024-11-15 18:17:48,3648
2024-11-15 18:17:47,3648
2024-11-15 18:17:46,3648
2024-11-15 18:17:45,3648
2024-11-15 18:17:44,3649
2024-11-15 18:17:43,3721
2024-11-15 18:17:42,3721
2024-11-15 18:17:41,3722
2024-11-15 18:17:40,3722
2024-11-15 18:17:39,3722
2024-11-15 18:17:38,3720
2024-11-15 18:17:37,3721
2024-11-15 18:17:36,3720
2024-11-15 18:17:35,3720
2024-11-15 18:17:34,3720
2024-11-15 18:17:33,3721
2024-11-15 18:17:32,3721
2024-11-15 18:17:31,3721
2024-11-15 18:17:30,3720
2024-11-15 18:17:29,3719
2024-11-15 18:17:28,3719
2024-11-15 18:17:27,3720
2024-11-15 18:17:26,3718
2024-11-15 18:17:25,3718
2024-11-15 18:17:24,3718
2024-11-15 18:17:23,3718
2024-11-15 18:17:22,3718
2024-11-15 18:17:21,3718
2024-11-15 18:17:20,3720
2024-11-15 18:17:19,3719
2024-11-15 18:17:18,3719
2024-11-15 18:17:17,3719
2024-11-15 18:17:16,3719
2024-11-15 18:17:15,3718
2024-11-15 18:17:14,3717
2024-11-15 18:17:13,3718
2024-11-15 18:17:12,3719
2024-11-15 18:17:11,3719
2024-11-15 18:17:10,3719
2024-11-15 18:17:09,3719
2024-11-15 18:17:08,3716
2024-11-15 18:17:07,3715
2024-11-15 18:17:06,3714
2024-11-15 18:17:05,3716
2024-11-15 18:17:04,3714
2024-11-15 18:17:03,3712
2024-11-15 18:17:02,3712
2024-11-15 18:17:01,3712
2024-11-15 18:17:00,3714
2024-11-15 18:16:59,3714
2024-11-15 18:16:58,3716
2024-11-15 18:16:57,3714
2024-11-15 18:16:56,3714
2024-11-15 18:16:55,3714
2024-11-15 18:16:54,3715
2024-11-15 18:16:53,3717
2024-11-15 18:16:52,3715
2024-11-15 18:16:51,3712
2024-11-15 18:16:50,3712
2024-11-15 18:16:49,3712
2024-11-15 18:16:48,3711
2024-11-15 18:16:47,3713
2024-11-15 18:16:46,3714
2024-11-15 18:16:45,3710
