time,Committed_AS
2024-11-15 18:25:10,5977.719
2024-11-15 18:25:09,5977.719
2024-11-15 18:25:08,5977.719
2024-11-15 18:25:07,5977.719
2024-11-15 18:25:06,5977.719
2024-11-15 18:25:05,5977.719
2024-11-15 18:25:04,5977.719
2024-11-15 18:25:03,5977.719
2024-11-15 18:25:02,5977.719
2024-11-15 18:25:01,5977.719
2024-11-15 18:25:00,5977.719
2024-11-15 18:24:59,5977.715
2024-11-15 18:24:58,5977.715
2024-11-15 18:24:57,5977.715
2024-11-15 18:24:56,5977.715
2024-11-15 18:24:55,5977.715
2024-11-15 18:24:54,5977.715
2024-11-15 18:24:53,5977.715
2024-11-15 18:24:52,5977.715
2024-11-15 18:24:51,5977.715
2024-11-15 18:24:50,5977.715
2024-11-15 18:24:49,5977.715
2024-11-15 18:24:48,5977.715
2024-11-15 18:24:47,5978.289
2024-11-15 18:24:46,5978.289
2024-11-15 18:24:45,5978.289
2024-11-15 18:24:44,5978.289
2024-11-15 18:24:43,5978.289
2024-11-15 18:24:42,5978.289
2024-11-15 18:24:41,5978.289
2024-11-15 18:24:40,5978.289
2024-11-15 18:24:39,5978.289
2024-11-15 18:24:38,5978.289
2024-11-15 18:24:37,5978.289
2024-11-15 18:24:36,5970.457
2024-11-15 18:24:35,5978.895
2024-11-15 18:24:34,5978.895
2024-11-15 18:24:33,5978.895
2024-11-15 18:24:32,5978.895
2024-11-15 18:24:31,5978.895
2024-11-15 18:24:30,5978.895
2024-11-15 18:24:29,5978.895
2024-11-15 18:24:28,5978.895
2024-11-15 18:24:27,5978.895
2024-11-15 18:24:26,5978.895
2024-11-15 18:24:25,5970.684
2024-11-15 18:24:24,5970.684
2024-11-15 18:24:23,5979.121
2024-11-15 18:24:22,5979.121
2024-11-15 18:24:21,5979.121
2024-11-15 18:24:20,5979.121
2024-11-15 18:24:19,5979.121
2024-11-15 18:24:18,5979.121
2024-11-15 18:24:17,5979.121
2024-11-15 18:24:16,5979.121
2024-11-15 18:24:15,5979.121
2024-11-15 18:24:14,5979.121
2024-11-15 18:24:13,5971.258
2024-11-15 18:24:12,5971.258
2024-11-15 18:24:11,5979.695
2024-11-15 18:24:10,5979.695
2024-11-15 18:24:09,5979.695
2024-11-15 18:24:08,5979.695
2024-11-15 18:24:07,5979.695
2024-11-15 18:24:06,5971.863
2024-11-15 18:24:05,5971.863
2024-11-15 18:24:04,5971.863
2024-11-15 18:24:03,5971.863
2024-11-15 18:24:02,5971.863
2024-11-15 18:24:01,5971.863
2024-11-15 18:24:00,5963.652
2024-11-15 18:23:59,5963.652
2024-11-15 18:23:58,5963.652
2024-11-15 18:23:57,5963.652
2024-11-15 18:23:56,5963.652
2024-11-15 18:23:55,5963.652
2024-11-15 18:23:54,5972.09
2024-11-15 18:23:53,5972.09
2024-11-15 18:23:52,5972.09
2024-11-15 18:23:51,5972.09
2024-11-15 18:23:50,5972.09
2024-11-15 18:23:49,5972.09
2024-11-15 18:23:48,5964.227
2024-11-15 18:23:47,5964.227
2024-11-15 18:23:46,5964.227
