time,time
2024-11-15 21:18:42,0
2024-11-15 21:18:40,0
2024-11-15 21:18:38,0
2024-11-15 21:18:36,0
2024-11-15 21:18:34,0
2024-11-15 21:18:32,0
2024-11-15 21:18:30,0
2024-11-15 21:18:28,0
2024-11-15 21:18:26,0
2024-11-15 21:18:24,0
2024-11-15 21:18:22,0
2024-11-15 21:18:20,0
2024-11-15 21:18:18,0
2024-11-15 21:18:16,0
2024-11-15 21:18:14,0
2024-11-15 21:18:12,0
2024-11-15 21:18:10,0
2024-11-15 21:18:08,0
2024-11-15 21:18:06,0
2024-11-15 21:18:04,0
2024-11-15 21:18:02,0
2024-11-15 21:18:00,0
2024-11-15 21:17:58,0
2024-11-15 21:17:56,0
2024-11-15 21:17:54,0
2024-11-15 21:17:52,0
2024-11-15 21:17:50,0
2024-11-15 21:17:48,0
2024-11-15 21:17:46,0
2024-11-15 21:17:44,0
2024-11-15 21:17:42,0
2024-11-15 21:17:40,0
2024-11-15 21:17:38,0
2024-11-15 21:17:36,0
2024-11-15 21:17:34,0
2024-11-15 21:17:32,0
2024-11-15 21:17:30,0
2024-11-15 21:17:28,0
2024-11-15 21:17:26,0
2024-11-15 21:17:24,0
2024-11-15 21:17:22,0
2024-11-15 21:17:20,0
2024-11-15 21:17:18,0
2024-11-15 21:17:16,0
2024-11-15 21:17:14,0
2024-11-15 21:17:12,0
2024-11-15 21:17:10,0
2024-11-15 21:17:08,0
2024-11-15 21:17:06,0
2024-11-15 21:17:04,0
2024-11-15 21:17:02,0
2024-11-15 21:17:00,0
2024-11-15 21:16:58,0
2024-11-15 21:16:56,0
2024-11-15 21:16:54,0
2024-11-15 21:16:52,0
2024-11-15 21:16:50,0
2024-11-15 21:16:48,0
2024-11-15 21:16:46,0
2024-11-15 21:16:44,0
2024-11-15 21:16:42,0
2024-11-15 21:16:40,0
2024-11-15 21:16:38,0
2024-11-15 21:16:36,0
2024-11-15 21:16:34,0
2024-11-15 21:16:32,0
2024-11-15 21:16:30,0
2024-11-15 21:16:28,0
2024-11-15 21:16:26,0
2024-11-15 21:16:24,0
